Anio,Pagina,Tipo,SS/SN,Proyecto,codigo UCAP,Descripcion UCAP,Colocar,Quitar,Descripcion Normalizada,Fuente,Clave Consolidacion
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5000250,UCAP LUMINARIA LED 17 W FIJACIÓN VERTICAL,4,,LUMINARIA LED 17 W FIJACION VERTICAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5000250
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5000251,UCAP LUMINARIA LED 60 W FIJACIÓN VERTICAL,64,,LUMINARIA LED 60 W FIJACION VERTICAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5000251
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5000253,UCAP LUMINARIA LED 53 W FIJACIÓN VERTICAL,44,,LUMINARIA LED 53 W FIJACION VERTICAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5000253
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5020117,UCAP POSTE PRFV 9M (ENTERRAR),5,,POSTE PRFV 9M ENTERRAR,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5020117
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",9,,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200231
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200232
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",15,,BRAZO 1 1/2 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200235
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200241,UCAP BRAZO CURVO 3000M,3,12,BRAZO CURVO 3000M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200241
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200269,LUM LED 110-1 (RALED II),18,,LUM LED 110-1 RALED II,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200269
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5000263,LUMINARIA LED 48W ASIMÉTRICA 4000K HORIZONTAL,15,,LUMINARIA LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5000263
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,306685,"PROYECTOR LED 110W TIPO V LARGA (LONG ""L"") 5000K",9,,PROYECTOR LED 110W TIPO V LARGA LONG L 5000K,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",306685
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200301,UCAP POSTE CONCRETO REDONDO 9M.,18,,POSTE CONCRETO REDONDO 9M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200301
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200323,UCAP METÁLICO CIRCULAR 4M (BASE),4,,METALICO CIRCULAR 4M BASE,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200323
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200324,UCAP METÁLICO CIRCULAR 6M (BASE),108,,METALICO CIRCULAR 6M BASE,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200324
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200422,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,2073,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200422
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200217,UCAP LUMINARIA 70W,,60,LUMINARIA 70W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200217
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200201,UCAP BOMBILLO 70W,,60,BOMBILLO 70W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200201
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200220,UCAP LUMINARIA 400W,,12,LUMINARIA 400W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200220
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200204,UCAP BOMBILLO 400W,,12,BOMBILLO 400W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200204
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200230,UCAP BRAZO DOBLE BAILARINA,,54,BRAZO DOBLE BAILARINA,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200230
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200303,UCAP POSTE CONCRETO TIPO METRO 5M,,27,POSTE CONCRETO TIPO METRO 5M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200303
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,5200316,UCAP POSTE METÁLICO REDONDO 12M,,13,POSTE METALICO REDONDO 12M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",5200316
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,,"Tubería PVC Tipo DB 3x2"" (ml)",1800,,TUBERIA PVC TIPO DB 3X2 ML,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",SIN CODIGO|TUBERIA PVC TIPO DB 3X2 ML
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,,Caja de Distribución - RS3-001/RS4-001 (Un),136,,CAJA DE DISTRIBUCION - RS3-001/RS4-001 UN,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",SIN CODIGO|CAJA DE DISTRIBUCION - RS3-001/RS4-001 UN
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,,Caja metálica (Un),3,,CAJA METALICA UN,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",SIN CODIGO|CAJA METALICA UN
2026,69,SS,1105444,Parques del Rio Norte Carrera 52 entre Calles 105AA y 109A,,Bajante (Un),2,,BAJANTE UN,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 69",SIN CODIGO|BAJANTE UN
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",7,6,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200231
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",4,5,BRAZO 1 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200232
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200235
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200239,UCAP BRAZO DOBLE CARABOBO,3,2,BRAZO DOBLE CARABOBO,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200239
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200241,UCAP BRAZO CURVO 3000M,332,13,BRAZO CURVO 3000M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200241
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200274,LUM LED (MXL) 165.3W,294,,LUM LED MXL 165.3W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200274
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,47,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5000263
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5000266,LUM LED 176W ASIMÉTRICA 4000K HORIZONTAL,38,,LUM LED 176W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5000266
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200293,LUM LED (OMEGA II) 64.5W,3,,LUM LED OMEGA II 64.5W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200293
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200238,UCAP BRAZO SENCILLO CARABOBO,32,21,BRAZO SENCILLO CARABOBO,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200238
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200217,UCAP LUMINARIA 70W,,57,LUMINARIA 70W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200217
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200201,UCAP BOMBILLO 70W,,57,BOMBILLO 70W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200201
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200218,UCAP LUMINARIA 150W,,2,LUMINARIA 150W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200218
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200202,UCAP BOMBILLO 150W,,2,BOMBILLO 150W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200202
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200219,UCAP LUMINARIA 250W,,297,LUMINARIA 250W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200219
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200203,UCAP BOMBILLO 250W,,297,BOMBILLO 250W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200203
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200220,UCAP LUMINARIA 400W,,34,LUMINARIA 400W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200220
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200204,UCAP BOMBILLO 400W,,34,BOMBILLO 400W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200204
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200230,UCAP BRAZO DOBLE BAILARINA,,22,BRAZO DOBLE BAILARINA,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200230
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200236,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/20°",,43,BRAZO 1 1/2 - 1.5M - 52°/20°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200236
2026,70,SS,1387403,PERFIL VIAL - AV. 80 - TRAMO 3 CARRERA 81 ENTRE CALLES 30 Y 12 SUR,5200243,UCAP BRAZO RECTO 4500M,,275,BRAZO RECTO 4500M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 70",5200243
2026,71,SS,1395526,SMAP-CIV-355-26 CR 55B CL 12AA SUR- 42,5090208,CAJA DE PASO METÁLICA,4,,CAJA DE PASO METALICA,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 71",5090208
2026,71,SS,1395526,SMAP-CIV-355-26 CR 55B CL 12AA SUR- 42,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,5,,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 71",5200464
2026,72,SS,1398971,Sendero Cr 24 F Cl 79 C - 67,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 72",5200231
2026,72,SS,1398971,Sendero Cr 24 F Cl 79 C - 67,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 72",5000263
2026,72,SS,1398971,Sendero Cr 24 F Cl 79 C - 67,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,17,,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 72",5200464
2026,73,SS,1399569,Vía y Sendero SMAP-CIV-358-26 Cr 69 Ente Cl 46 B y Cl 47,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",2,,BRAZO 1 1/2 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 73",5200235
2026,73,SS,1399569,Vía y Sendero SMAP-CIV-358-26 Cr 69 Ente Cl 46 B y Cl 47,5000264,"LUM LED 62,4W ASIMÉTRICA 4000K HORIZONTAL",2,,LUM LED 62 4W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 73",5000264
2026,73,SS,1399569,Vía y Sendero SMAP-CIV-358-26 Cr 69 Ente Cl 46 B y Cl 47,5200308,UCAP POSTE CONCRETO OCTOG 8M,2,,POSTE CONCRETO OCTOG 8M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 73",5200308
2026,73,SS,1399569,Vía y Sendero SMAP-CIV-358-26 Cr 69 Ente Cl 46 B y Cl 47,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,44,,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 73",5200464
2026,74,SS,1399601,Cancha Polideportiva SMAP-CIV-364-26 Cl 112 Cr 47 - 71,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",3,,BRAZO 1 1/2 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 74",5200235
2026,74,SS,1399601,Cancha Polideportiva SMAP-CIV-364-26 Cl 112 Cr 47 - 71,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 74",5000265
2026,74,SS,1399601,Cancha Polideportiva SMAP-CIV-364-26 Cl 112 Cr 47 - 71,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 74",5200419
2026,74,SS,1399601,Cancha Polideportiva SMAP-CIV-364-26 Cl 112 Cr 47 - 71,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,12,,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 74",5200464
2026,74,SS,1399601,Cancha Polideportiva SMAP-CIV-364-26 Cl 112 Cr 47 - 71,5200277,PROYEC LED (COSMOLED EV) 150W V-LARGA,,2,PROYEC LED COSMOLED EV 150W V-LARGA,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 74",5200277
2026,75,SS,1400476,VILLA TURBAY CL 56 A CR 3 - 39 INTERIOR 109,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 75",5200231
2026,75,SS,1400476,VILLA TURBAY CL 56 A CR 3 - 39 INTERIOR 109,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 75",5000263
2026,76,SS,1405269,SMAP-CIV-366-26 CR 65 con CL 14,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 76",5000263
2026,76,SS,1405269,SMAP-CIV-366-26 CR 65 con CL 14,5200302,UCAP POSTE CONCRETO CARABOBO 5M,2,,POSTE CONCRETO CARABOBO 5M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 76",5200302
2026,76,SS,1405269,SMAP-CIV-366-26 CR 65 con CL 14,5200422,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,37,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 76",5200422
2026,76,SS,1405269,SMAP-CIV-366-26 CR 65 con CL 14,5200502,UCAP CAJA CONCRETO DIRECTAMENTE ENT,2,,CAJA CONCRETO DIRECTAMENTE ENT,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 76",5200502
2026,76,SS,1405269,SMAP-CIV-366-26 CR 65 con CL 14,5200238,BRAZO CARABOBO SENCILLO,2,,BRAZO CARABOBO SENCILLO,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 76",5200238
2026,77,SS,1406442,Sendero Peatonal CR 116 CL 39 F -46 (INTERIOR 116),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 77",5200231
2026,77,SS,1406442,Sendero Peatonal CR 116 CL 39 F -46 (INTERIOR 116),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 77",5000263
2026,78,SS,1406842,LLANADITAS CL 65 CR 16 DD - 19 INTERIOR 1108,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 78",5200231
2026,78,SS,1406842,LLANADITAS CL 65 CR 16 DD - 19 INTERIOR 1108,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 78",5000263
2026,78,SS,1406842,LLANADITAS CL 65 CR 16 DD - 19 INTERIOR 1108,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 78",5200464
2026,79,SS,1310872,Sendero peatonal -Salado parte alta CL 39 FD CR 120 -67 (INTERIOR 203 ),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 79",5200231
2026,79,SS,1310872,Sendero peatonal -Salado parte alta CL 39 FD CR 120 -67 (INTERIOR 203 ),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 79",5000263
2026,79,SS,1310872,Sendero peatonal -Salado parte alta CL 39 FD CR 120 -67 (INTERIOR 203 ),5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 79",5200464
2026,80,SS,1314240,Parque infantil - sendero peatonal CL 41D SUR CR 62,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",2,,BRAZO 1 1/2 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 80",5200235
2026,80,SS,1314240,Parque infantil - sendero peatonal CL 41D SUR CR 62,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 80",5000265
2026,80,SS,1314240,Parque infantil - sendero peatonal CL 41D SUR CR 62,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,2,BRAZO 1 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 80",5200232
2026,80,SS,1314240,Parque infantil - sendero peatonal CL 41D SUR CR 62,5200270,LUM LED (KORELED) 44W,,2,LUM LED KORELED 44W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 80",5200270
2026,81,SS,1333078,Guayabal CL 7 SUR CR 50 FF -70,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 81",5200231
2026,81,SS,1333078,Guayabal CL 7 SUR CR 50 FF -70,5200241,UCAP BRAZO CURVO 3000M,2,,BRAZO CURVO 3000M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 81",5200241
2026,81,SS,1333078,Guayabal CL 7 SUR CR 50 FF -70,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 81",5000263
2026,81,SS,1333078,Guayabal CL 7 SUR CR 50 FF -70,5200407,"UCAP TRIPLEX AL 2X4+1X4 XLP,AEREO",98,75,TRIPLEX AL 2X4+1X4 XLP AEREO,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 81",5200407
2026,81,SS,1333078,Guayabal CL 7 SUR CR 50 FF -70,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,3,BRAZO 1 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 81",5200232
2026,81,SS,1333078,Guayabal CL 7 SUR CR 50 FF -70,5200308,UCAP POSTE CONCRETO OCTOG 8M,,1,POSTE CONCRETO OCTOG 8M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 81",5200308
2026,81,SS,1333078,Guayabal CL 7 SUR CR 50 FF -70,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,,55,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 81",5200464
2026,81,SS,1333078,Guayabal CL 7 SUR CR 50 FF -70,5200271,LUM LED (MAXIMO M) 59.16W,2,3,LUM LED MAXIMO M 59.16W,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 81",5200271
2026,82,SS,1343492,SMAP-CIV-124-26 CR 76 ENTRE CL 33 Y CL 35,5200207,UCAP LUMINARIA LED 110W HORIZONTAL,1,1,LUMINARIA LED 110W HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 82",5200207
2026,82,SS,1343492,SMAP-CIV-124-26 CR 76 ENTRE CL 33 Y CL 35,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 82",5200231
2026,82,SS,1343492,SMAP-CIV-124-26 CR 76 ENTRE CL 33 Y CL 35,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 82",5200235
2026,82,SS,1343492,SMAP-CIV-124-26 CR 76 ENTRE CL 33 Y CL 35,5200241,UCAP BRAZO CURVO 3000M,1,,BRAZO CURVO 3000M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 82",5200241
2026,82,SS,1343492,SMAP-CIV-124-26 CR 76 ENTRE CL 33 Y CL 35,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 82",5000263
2026,82,SS,1343492,SMAP-CIV-124-26 CR 76 ENTRE CL 33 Y CL 35,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 82",5000265
2026,82,SS,1343492,SMAP-CIV-124-26 CR 76 ENTRE CL 33 Y CL 35,5200301,UCAP POSTE CONCRETO REDONDO 9M.,1,,POSTE CONCRETO REDONDO 9M,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 82",5200301
2026,82,SS,1343492,SMAP-CIV-124-26 CR 76 ENTRE CL 33 Y CL 35,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 82",5200464
2026,83,SS,1343500,SMAP-CIV-127-26 CL 101 C CR 22 D - 34,5010131,LUM. LED 30W. SUPERFICIES (ACROLED SIM. 5K),4,,LUM LED 30W SUPERFICIES ACROLED SIM 5K,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 83",5010131
2026,83,SS,1343500,SMAP-CIV-127-26 CL 101 C CR 22 D - 34,5090208,CAJA DE PASO METÁLICA,4,,CAJA DE PASO METALICA,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 83",5090208
2026,83,SS,1343500,SMAP-CIV-127-26 CL 101 C CR 22 D - 34,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,33,,CABLE CU ENCAUCHETADO 3X14 CU,"UCAP EN VALIDACION DE APROBACION_2026.pdf, pagina 83",5200464
